Id,LotFrontage,LotArea,LotConfig,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleCondition,SalePrice,Gar2,Shed,TenC,TotalBath,Bedroom/Bathroom
379,88.0,11394,Corner,25,9,2,2010,2010,VinylSd,VinylSd,Stone,350.0,4,3,PConc,5,3,Av,6,1856,5,1856,1,1,5,8,6,1,5,2010.0,3,3,834,3,3,3,113,0,0,0,0,0,0,0,6,2010,Partial,394432,0,0,0,3,0.3333333333333333
380,60.0,8123,Inside,14,6,5,2000,2000,VinylSd,VinylSd,BrkFace,16.0,3,3,PConc,4,3,NoExposure,1,982,5,1800,3,1,3,7,6,1,3,2000.0,3,2,463,3,3,3,100,63,0,0,0,0,0,0,6,2009,Normal,179000,0,0,0,3,1.0
381,50.0,5000,Inside,1,5,6,1924,1950,Other,Wd Sdng,None,0.0,3,3,BrkTil,3,3,NoExposure,2,1026,3,1691,3,1,4,6,6,1,4,1924.0,1,1,308,3,3,3,0,0,242,0,0,0,0,0,5,2010,Normal,127000,0,0,0,2,1.5
382,60.0,7200,Inside,22,7,5,2006,2006,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,NoExposure,1,1293,5,1301,2,1,4,5,6,1,4,2006.0,2,2,572,3,3,3,216,121,0,0,0,0,0,0,8,2006,Partial,187750,0,0,0,3,0.6666666666666666
383,79.0,9245,Inside,20,7,5,2006,2006,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,1,939,5,1797,3,1,4,8,6,0,0,2006.0,2,2,639,3,3,3,144,53,0,0,0,0,0,0,4,2007,Normal,213500,0,0,0,3,1.0
384,60.0,9000,Corner,13,6,3,1928,1950,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,NoExposure,1,784,3,784,2,1,3,5,6,0,0,1950.0,1,2,360,2,2,1,0,0,91,0,0,0,0,0,10,2009,Normal,76000,0,0,0,1,2.0
385,156.99262759290596,53107,Corner,16,6,5,1992,1992,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,Av,6,1580,5,1953,3,1,4,9,6,2,2,1992.0,3,2,501,3,3,3,216,231,0,0,0,0,0,0,6,2007,Normal,240000,0,0,0,4,0.75
386,43.0,3182,Inside,19,8,5,2004,2005,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,NoExposure,6,1256,5,1269,2,1,4,6,6,1,3,2004.0,3,2,430,3,3,3,146,20,0,0,144,0,0,0,4,2010,Normal,192000,0,0,0,2,1.0
387,58.0,8410,FR2,6,5,3,1910,1996,Wd Sdng,VinylSd,None,0.0,3,2,PConc,3,3,NoExposure,1,658,3,1184,5,1,3,8,6,0,0,0.0,0,0,0,0,0,1,0,151,0,0,0,0,0,0,5,2006,AdjLand,81000,0,0,0,1,5.0
388,72.0,7200,Inside,6,6,6,1976,1976,MetalSd,MetalSd,BrkFace,255.0,3,3,CBlock,3,3,Av,5,1041,5,1125,3,1,3,6,6,1,2,1977.0,1,1,352,3,3,3,296,0,0,0,0,0,0,2,10,2009,Abnorml,125000,0,0,0,2,1.5
389,93.0,9382,CulDSac,20,7,5,1999,2000,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4,3,NoExposure,1,1468,5,1479,3,1,4,6,6,0,0,1999.0,2,2,577,3,3,3,120,25,0,0,0,0,0,0,7,2008,Normal,191000,0,0,0,2,1.5
390,96.0,12474,Inside,24,10,5,2007,2008,VinylSd,VinylSd,Stone,272.0,5,3,PConc,5,3,Av,6,1682,5,2332,3,1,5,9,6,1,5,2008.0,3,3,846,3,3,3,196,134,0,0,0,0,0,0,8,2008,Partial,426000,0,0,0,4,0.75
391,50.0,8405,Inside,6,5,8,1900,1950,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,4,NoExposure,3,861,5,1367,4,1,3,7,6,0,0,1978.0,1,1,384,3,3,3,0,130,112,0,0,0,0,3,4,2008,Normal,119000,0,0,0,2,2.0
392,71.0,12209,CulDSac,17,6,5,2001,2002,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,NoExposure,5,804,5,1961,3,1,4,7,6,1,3,2001.0,3,2,560,3,3,3,125,192,0,0,0,0,0,0,6,2009,Normal,215000,0,0,0,4,0.75
393,63.34515743492361,8339,Inside,10,5,7,1959,1959,MetalSd,MetalSd,None,0.0,3,3,Other,0,0,NoBsmt,0,0,3,882,3,1,3,5,6,0,0,1959.0,2,1,294,3,3,3,0,0,0,0,0,0,0,3,7,2007,Normal,106500,0,1200,0,1,3.0
394,61.77536963734182,7446,Corner,8,4,5,1941,1950,Other,Other,None,0.0,3,3,CBlock,3,3,NoExposure,3,788,3,788,2,1,3,4,6,2,3,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,4,2006,Abnorml,100000,0,0,0,1,2.0
395,60.0,10134,Inside,3,5,6,1940,1950,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,NoExposure,1,735,4,1034,2,1,3,5,6,0,0,1940.0,1,1,240,3,3,3,0,39,0,0,0,0,0,0,7,2007,Normal,109000,0,0,0,1,2.0
396,68.0,9571,Inside,6,5,6,1956,1956,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,Av,4,1144,3,1144,3,1,3,6,6,0,0,1956.0,1,1,596,3,3,3,44,0,0,0,0,0,0,0,6,2010,Normal,129000,0,0,0,2,1.5
397,60.0,7200,Inside,20,5,5,1972,1972,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,Av,3,894,3,894,2,1,3,6,6,0,0,1985.0,2,2,600,3,3,3,215,0,0,0,0,0,0,0,9,2009,Normal,123000,0,0,0,1,2.0
398,69.0,7590,Inside,10,5,5,1962,1962,VinylSd,VinylSd,BrkFace,288.0,3,3,CBlock,3,3,NoExposure,5,864,3,1812,4,1,3,8,6,1,3,1962.0,2,1,264,3,3,3,0,168,0,0,0,0,0,0,7,2007,Normal,169500,0,0,0,2,2.0
399,60.0,8967,Corner,2,5,2,1920,1950,MetalSd,MetalSd,None,0.0,3,2,BrkTil,2,1,NoExposure,1,961,4,1077,2,1,3,6,3,0,0,1920.0,1,1,338,1,1,1,0,0,0,0,0,0,0,0,11,2007,Abnorml,67000,0,0,0,1,2.0
400,65.0,8125,Inside,22,7,5,2006,2007,Other,CmentBd,Stone,100.0,4,3,PConc,4,3,NoExposure,6,1092,5,1550,2,1,4,7,6,0,0,2007.0,3,2,438,3,3,3,0,168,0,0,0,0,0,0,10,2009,Normal,241000,0,0,0,3,0.6666666666666666
401,38.0,14963,Inside,23,8,5,1996,1996,Other,Other,None,0.0,4,3,PConc,4,3,NoExposure,6,1260,5,1288,1,1,5,4,6,2,4,1996.0,3,2,500,3,3,3,120,30,0,0,224,0,0,0,12,2008,Normal,245500,0,0,0,3,0.3333333333333333
402,65.0,8767,Inside,20,7,5,2005,2005,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,6,1310,5,1310,3,1,4,6,6,1,4,2005.0,3,2,400,3,3,3,0,0,0,0,0,0,0,0,7,2006,Partial,164990,0,0,0,2,1.5
403,60.0,10200,Inside,12,5,8,1940,1997,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,NoExposure,1,672,5,672,2,1,3,4,6,0,0,1940.0,1,1,240,3,3,1,168,0,0,0,0,0,0,4,8,2008,Normal,108000,0,0,0,1,2.0
404,93.0,12090,Corner,18,8,5,1998,1998,VinylSd,VinylSd,BrkFace,650.0,4,3,PConc,4,3,NoExposure,1,1141,4,2263,4,1,4,10,6,1,3,1998.0,3,2,420,3,3,3,144,123,0,0,0,0,0,0,7,2006,Abnorml,258000,0,0,0,3,1.3333333333333333
405,75.48765534411106,10364,Inside,14,6,5,1995,1996,MetalSd,MetalSd,None,0.0,3,3,PConc,4,3,NoExposure,1,806,4,1572,3,1,3,7,6,1,3,1995.0,3,2,373,3,3,3,0,40,0,0,0,0,0,0,5,2007,Normal,168000,0,0,0,3,1.0
406,83.43269268305426,9991,Corner,12,4,4,1976,1993,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,NoExposure,4,1281,5,1620,3,1,3,8,6,1,3,1993.0,1,2,490,3,3,3,120,78,0,0,0,0,0,2,6,2009,Normal,150000,0,0,0,3,1.0
407,51.0,10480,Inside,1,6,5,1936,1950,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,NoExposure,1,1064,5,1639,3,1,3,6,3,0,0,1936.0,1,1,240,3,3,3,0,0,0,0,0,0,0,0,3,2008,Normal,115000,0,0,0,1,3.0
408,63.0,15576,Inside,15,6,7,1915,1976,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,4,3,NoExposure,1,840,5,1680,4,1,3,8,6,0,0,1960.0,1,1,308,3,3,3,0,0,160,0,0,0,0,0,3,2008,Normal,177000,0,0,0,2,2.0
409,109.0,14154,Corner,24,7,5,2006,2006,VinylSd,VinylSd,BrkFace,350.0,4,3,PConc,5,4,NoExposure,1,1063,5,2172,3,1,4,9,6,1,4,2006.0,2,3,947,3,3,3,192,62,0,0,0,0,0,0,8,2007,Partial,280000,0,0,0,3,1.0
410,85.0,10800,Inside,22,8,5,2007,2008,VinylSd,VinylSd,Stone,100.0,4,3,PConc,5,3,NoExposure,6,1034,5,2078,3,1,5,8,6,1,4,2008.0,3,3,836,3,3,3,0,102,0,0,0,0,0,0,4,2008,Partial,339750,0,0,0,4,0.75
411,68.0,9571,Inside,6,5,3,1958,1958,Other,Other,None,0.0,3,2,CBlock,3,2,NoExposure,1,1276,3,1276,3,1,3,5,5,0,0,1958.0,1,1,350,3,3,3,0,0,0,0,0,0,0,0,6,2009,Abnorml,60000,0,0,0,1,3.0
412,100.0,34650,Inside,14,5,5,1955,1955,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,Mn,3,1056,3,1056,3,1,3,5,6,0,0,1955.0,3,2,572,3,3,3,264,0,0,0,0,0,0,0,1,2006,Normal,145000,0,0,0,2,1.5
413,42.08648381432416,4403,Inside,22,7,5,2009,2009,MetalSd,MetalSd,Stone,432.0,5,3,PConc,5,3,Av,6,1470,5,1478,2,1,4,7,6,1,4,2009.0,3,2,484,3,3,3,0,144,0,0,0,0,0,0,6,2010,Partial,222000,0,0,0,4,0.5
414,56.0,8960,Inside,3,5,6,1927,1950,Other,Other,None,0.0,3,3,CBlock,3,3,NoExposure,1,1008,4,1028,2,1,3,5,6,1,4,1927.0,1,2,360,3,3,3,0,0,130,0,0,0,0,0,3,2010,Normal,115000,0,0,0,1,2.0
415,59.0,11228,CulDSac,13,7,5,1993,1993,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,4,1080,5,2097,3,1,4,9,6,1,3,1993.0,1,3,678,3,3,3,196,187,0,0,0,0,0,0,12,2008,Normal,228000,0,0,0,4,0.75
416,73.0,8899,Inside,14,7,5,2007,2007,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,6,1340,5,1340,3,1,4,6,6,0,0,2007.0,3,2,396,3,3,3,100,30,0,0,0,0,0,0,8,2007,Partial,181134,0,0,0,2,1.5
417,74.0,7844,Inside,12,6,7,1978,1978,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,NoExposure,5,672,3,1400,3,1,3,6,6,1,3,1978.0,3,2,440,3,3,3,0,0,0,0,0,0,0,0,3,2006,Normal,149500,0,0,0,2,1.5
418,86.0,22420,Inside,15,6,6,1918,1950,Wd Sdng,Other,None,0.0,3,3,BrkTil,4,3,NoExposure,4,1370,3,2624,4,1,3,10,6,1,4,1918.0,1,3,864,3,3,1,0,0,0,0,0,0,0,0,11,2007,Normal,239000,0,0,0,4,1.0
419,60.0,8160,Inside,6,5,6,1940,1950,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,NoExposure,5,756,2,1134,3,1,3,7,6,0,0,1940.0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,4,2007,AdjLand,126000,0,0,0,3,1.0
420,65.0,8450,Inside,10,5,6,1968,1968,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,NoExposure,4,1056,5,1056,3,1,3,6,6,1,2,1968.0,1,1,304,3,3,3,0,85,184,0,0,0,0,0,7,2010,Normal,142000,0,0,0,2,1.5
421,78.0,7060,Inside,17,7,5,1997,1998,VinylSd,VinylSd,BrkFace,200.0,3,4,PConc,4,4,Gd,6,1344,5,1344,2,2,3,8,6,0,0,1997.0,3,4,784,3,3,3,0,0,0,0,0,0,0,0,11,2008,Alloca,206300,0,0,0,4,0.5
422,90.7630300886507,16635,FR2,9,6,7,1977,2000,Other,CmentBd,Stone,126.0,4,3,CBlock,4,3,NoExposure,5,1602,4,1602,3,1,4,8,6,1,3,1977.0,3,2,529,3,3,3,240,0,0,0,0,0,0,0,6,2009,Normal,215000,0,0,0,3,1.0
423,100.0,21750,Inside,17,5,5,1954,1954,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,NoExposure,1,988,5,988,2,1,3,4,6,0,0,1954.0,2,2,520,3,3,1,0,0,0,0,0,0,0,0,2,2008,Normal,113000,0,0,0,1,2.0
424,80.0,9200,Inside,18,8,5,1998,1998,VinylSd,VinylSd,BrkFace,473.0,4,3,PConc,4,3,NoExposure,6,1470,4,2630,4,1,4,8,6,1,3,1998.0,3,3,696,3,3,3,0,66,0,0,0,0,0,0,6,2008,Normal,315000,0,0,0,4,1.0
425,72.0,9000,Inside,10,6,5,1956,1956,Wd Sdng,Wd Sdng,BrkFace,74.0,3,3,CBlock,4,3,NoExposure,2,1196,4,1196,2,1,3,6,6,1,4,1956.0,2,1,297,3,3,3,0,44,0,0,0,0,0,0,5,2008,Normal,139000,0,0,0,2,1.0
426,60.0,3378,Inside,3,7,8,1946,1992,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,NoExposure,1,651,4,1389,3,1,3,6,6,2,4,1947.0,1,1,240,3,3,2,0,0,126,0,0,0,0,0,9,2009,Normal,135000,0,0,0,2,1.5
427,82.2372687713424,12800,Inside,13,7,5,1989,1989,Wd Sdng,Wd Sdng,BrkFace,145.0,4,3,PConc,4,3,Gd,6,1518,4,1644,2,1,4,5,6,1,3,1989.0,3,2,569,3,3,3,80,0,0,0,396,0,0,0,8,2009,Normal,275000,0,0,0,4,0.5
428,77.0,8593,Inside,10,4,6,1957,1957,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,NoExposure,3,907,5,907,3,1,3,5,6,0,0,1964.0,1,1,352,3,3,3,0,0,0,0,0,0,0,0,7,2008,Normal,109008,0,0,0,1,3.0
429,64.0,6762,Inside,20,7,5,2007,2007,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4,3,NoExposure,6,1208,5,1208,2,1,4,6,6,0,0,2007.0,2,2,628,3,3,3,105,54,0,0,0,0,0,0,9,2007,Partial,195400,0,0,0,3,0.6666666666666666
430,130.0,11457,Corner,21,6,5,1988,1988,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,Mn,6,1392,3,1412,3,1,4,6,6,1,3,1988.0,1,2,576,3,3,3,0,0,169,0,0,0,0,0,3,2009,Normal,175000,0,0,0,3,1.0
431,21.0,1680,Inside,4,6,5,1971,1971,HdBoard,HdBoard,BrkFace,232.0,3,3,CBlock,3,3,NoExposure,5,483,3,987,2,1,3,4,6,0,0,1971.0,1,1,264,3,3,3,0,0,0,0,0,0,0,0,7,2008,Abnorml,85400,0,0,0,2,1.0
432,60.0,5586,Inside,3,6,7,1920,1998,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,NoExposure,1,901,4,1198,4,1,3,7,6,0,0,0.0,0,0,0,0,0,1,0,98,0,0,0,0,0,3,9,2008,Abnorml,79900,0,0,0,1,4.0
433,24.0,1920,Inside,4,5,5,1971,1971,HdBoard,HdBoard,BrkFace,376.0,3,3,CBlock,3,3,NoExposure,5,765,5,1365,2,1,3,6,6,0,0,1971.0,1,2,440,3,3,3,240,36,0,0,0,0,0,0,8,2007,Normal,122500,0,0,0,3,0.6666666666666666
434,100.0,10839,Corner,14,6,5,1997,1998,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,NoExposure,1,926,5,1604,3,1,3,7,6,1,3,1997.0,3,2,470,3,3,3,0,36,0,0,0,0,0,0,7,2008,Normal,181000,0,0,0,3,1.0
435,21.0,1890,Inside,7,4,7,1972,1972,Other,CmentBd,None,0.0,3,4,CBlock,4,3,Av,5,630,4,630,1,1,3,3,6,0,0,0.0,0,0,0,0,0,3,88,0,0,0,0,0,0,0,6,2008,Normal,81000,0,0,0,2,0.5
436,43.0,10667,CulDSac,20,7,6,1996,1996,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,6,799,5,1661,3,1,4,6,6,1,3,1996.0,2,2,550,3,3,3,158,61,0,0,0,0,0,0,4,2009,Normal,212000,0,0,0,4,0.75
437,40.0,4400,Inside,3,6,8,1920,1950,Other,Other,None,0.0,3,3,BrkTil,2,3,NoExposure,1,648,3,1118,2,1,3,6,6,0,0,1990.0,1,2,440,3,3,3,0,0,0,0,0,0,0,0,10,2006,Normal,116000,0,0,0,1,2.0
438,50.0,6000,Inside,8,6,7,1926,2004,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3,3,NoExposure,1,884,4,904,2,1,3,4,6,0,0,1926.0,1,1,180,3,3,3,0,0,105,0,0,0,0,0,1,2009,Normal,119000,0,0,0,1,2.0
439,40.0,4280,Inside,15,5,6,1913,2002,Other,Other,None,0.0,3,3,PConc,3,3,NoExposure,2,440,3,694,2,1,4,4,6,1,4,1990.0,1,1,352,4,3,2,0,0,34,0,0,0,0,3,3,2007,Normal,90350,0,0,0,1,2.0
440,67.0,12354,Corner,6,6,8,1920,2000,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,Mn,1,684,4,1196,3,1,4,7,6,0,0,2005.0,1,2,528,3,3,3,0,46,0,0,0,0,0,4,8,2009,Normal,110000,0,800,0,1,3.0
441,105.0,15431,Inside,24,10,5,2008,2008,VinylSd,VinylSd,Stone,200.0,5,3,PConc,5,3,Gd,6,3094,5,2402,2,1,5,10,6,2,4,2008.0,3,3,672,3,3,3,0,72,0,0,170,0,0,0,4,2009,Normal,555000,0,0,0,3,0.6666666666666666
442,92.0,12108,Inside,6,4,4,1955,1955,VinylSd,VinylSd,BrkFace,270.0,3,3,CBlock,3,3,NoExposure,5,1440,3,1440,4,2,2,8,6,0,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,2008,Normal,118000,0,0,0,2,2.0
443,52.0,6240,Inside,8,5,7,1930,1992,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,NoExposure,1,1078,3,1573,3,1,3,8,6,1,4,1930.0,1,2,360,3,3,2,0,0,0,0,0,0,0,0,6,2008,Normal,162900,0,0,0,2,1.5
444,53.0,3922,Inside,19,7,5,2006,2007,Other,Other,BrkFace,72.0,4,3,PConc,5,3,Av,1,1258,5,1258,2,1,4,6,6,1,4,2007.0,3,3,648,3,3,3,144,16,0,0,0,0,0,0,6,2007,Partial,172500,0,0,0,2,1.0
445,70.0,8750,Inside,20,7,5,1994,1995,VinylSd,VinylSd,None,0.0,4,4,PConc,4,3,NoExposure,6,915,5,1908,4,1,4,8,6,1,3,1994.0,1,2,493,3,3,3,144,133,0,0,0,0,0,0,7,2008,Normal,210000,0,0,0,4,1.0
446,73.0,9855,Corner,6,6,5,1956,1956,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,NoExposure,1,1436,2,1689,3,1,3,7,6,1,4,1956.0,1,2,480,3,3,3,0,0,0,0,0,0,0,3,11,2009,Normal,127500,0,0,0,1,3.0
447,137.0,16492,Corner,10,6,6,1966,2002,Other,Plywood,None,0.0,4,3,CBlock,3,3,NoExposure,5,1517,5,1888,2,1,4,6,5,1,4,1966.0,3,2,578,3,3,3,0,0,0,0,0,0,0,0,6,2010,Normal,190000,0,0,0,3,0.6666666666666666
448,94.90669982688732,11214,Corner,14,7,5,1998,1999,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,1,930,4,1886,4,1,4,10,6,1,3,1998.0,3,2,431,3,3,3,89,0,0,0,0,0,0,0,7,2006,Normal,199900,0,0,0,3,1.3333333333333333
449,50.0,8600,Inside,2,6,6,1937,1950,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,NoExposure,1,780,3,1376,3,1,3,7,6,1,4,1937.0,1,1,198,3,3,1,0,0,0,0,0,0,0,0,6,2006,Normal,119500,0,0,0,2,1.5
450,50.0,6000,Inside,3,3,7,1948,2002,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,NoExposure,5,649,5,1183,2,1,3,6,6,0,0,1981.0,1,1,308,3,3,3,0,176,0,0,0,0,0,0,6,2007,Normal,120000,0,0,0,2,1.0
451,70.0,5684,Inside,3,6,8,1930,2005,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,NoExposure,1,813,5,813,2,1,4,5,6,0,0,1932.0,1,1,270,2,2,1,0,113,0,0,0,0,0,0,6,2006,Normal,110000,0,0,0,1,2.0
452,62.0,70761,Inside,16,7,5,1975,1975,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,Gd,5,1533,3,1533,2,1,4,5,6,2,3,1975.0,1,2,576,3,3,3,200,54,0,0,0,0,0,0,12,2006,Normal,280000,0,0,0,3,0.6666666666666666
453,78.4155556428792,9303,Corner,21,6,5,1996,1997,VinylSd,VinylSd,BrkFace,42.0,4,3,PConc,5,3,NoExposure,5,872,5,1756,3,1,3,7,6,0,0,1996.0,3,2,422,3,3,3,144,122,0,0,0,0,0,0,7,2007,Normal,204000,0,0,0,4,0.75
454,75.0,9000,Inside,22,8,5,2008,2008,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,NoExposure,1,768,5,1590,3,1,4,6,6,0,0,2008.0,2,2,676,3,3,3,0,30,0,0,0,0,0,0,6,2009,Normal,210000,0,0,0,3,1.0
455,63.0,9297,Inside,17,5,5,1976,1976,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,NoExposure,5,1728,3,1728,4,2,3,8,6,0,0,1976.0,1,2,560,3,3,3,0,0,0,0,0,0,0,0,7,2006,Family,188000,0,0,0,4,1.0
456,80.0,9600,Inside,9,7,6,1973,1973,HdBoard,HdBoard,BrkFace,320.0,3,3,CBlock,3,3,NoExposure,5,1242,2,1242,3,1,3,6,6,1,3,1973.0,1,2,528,3,3,3,0,0,0,0,0,0,0,0,9,2007,Normal,175500,0,0,0,2,1.5
457,34.0,4571,Inside,3,5,5,1916,1950,Other,Other,None,0.0,3,3,BrkTil,3,3,NoExposure,1,624,2,1344,4,1,3,7,6,0,0,1916.0,1,3,513,2,2,3,0,0,96,0,0,0,0,0,5,2008,Abnorml,98000,0,0,0,1,4.0
458,49.773311445894194,53227,CulDSac,16,4,6,1954,1994,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,Gd,4,1364,5,1663,2,1,4,6,6,2,4,1954.0,3,2,529,3,3,3,224,137,0,0,0,0,0,0,3,2008,Normal,256000,0,0,0,2,1.0
459,44.35932787196425,5100,Inside,3,8,7,1925,1996,Other,Other,None,0.0,3,4,PConc,3,3,NoExposure,1,588,2,1666,3,1,4,7,6,1,4,1925.0,1,1,228,3,3,3,192,63,0,0,0,0,0,3,6,2008,Normal,161000,0,0,0,1,3.0
460,60.66264010625566,7015,Corner,8,5,4,1950,1950,MetalSd,MetalSd,BrkCmn,161.0,3,3,CBlock,3,3,NoExposure,2,709,3,1203,3,1,4,5,6,1,3,1950.0,1,1,352,3,3,3,0,0,248,0,0,0,0,0,7,2009,Normal,110000,0,0,0,2,1.5
461,75.0,8004,Inside,22,8,5,2009,2009,VinylSd,VinylSd,Stone,110.0,4,3,PConc,4,3,NoExposure,6,832,5,1935,3,1,3,8,6,0,0,2009.0,3,2,552,3,3,3,0,150,0,0,0,0,0,0,12,2009,Partial,263435,0,0,0,4,0.75
462,60.0,7200,Inside,1,7,9,1936,2007,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,4,4,NoExposure,5,560,5,1135,3,1,4,6,6,0,0,1971.0,2,2,576,3,3,3,256,0,0,0,0,0,0,3,4,2009,Normal,155000,0,0,0,2,1.5
463,60.0,8281,Inside,12,5,5,1965,1965,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,NoExposure,3,864,4,864,3,1,3,5,6,1,1,1965.0,1,1,360,3,3,3,0,0,236,0,0,0,0,2,12,2009,Normal,62383,0,0,0,1,3.0
464,74.0,11988,Inside,15,6,7,1934,1995,Other,Other,None,0.0,3,3,CBlock,3,3,NoExposure,2,715,2,1660,3,1,3,6,6,1,4,1939.0,1,1,240,3,3,3,0,0,0,0,0,0,0,0,8,2008,Normal,188700,0,0,0,2,1.5
465,60.0,8430,Inside,20,5,5,1978,1978,HdBoard,HdBoard,BrkFace,136.0,3,3,CBlock,4,3,NoExposure,3,1040,3,1040,3,1,3,5,6,0,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,2009,Normal,124000,0,0,0,2,1.5
466,38.222997103413974,3072,Inside,19,7,5,2004,2004,VinylSd,VinylSd,BrkFace,18.0,4,3,PConc,4,3,NoExposure,1,1375,5,1414,2,1,4,6,6,1,3,2004.0,3,2,398,3,3,3,144,20,0,0,0,0,0,0,5,2006,Normal,178740,0,0,0,2,1.0
467,85.0,10628,Inside,10,7,5,1970,1970,Plywood,Plywood,None,0.0,3,4,CBlock,3,4,Gd,6,1277,3,1277,2,1,3,5,6,1,1,1970.0,1,2,526,3,3,3,0,0,0,0,176,0,0,2,4,2007,Normal,167000,0,0,0,2,1.0
468,79.0,9480,Inside,10,5,7,1942,1995,MetalSd,MetalSd,Stone,224.0,3,3,CBlock,3,3,NoExposure,2,728,5,1644,3,1,4,7,6,2,4,1942.0,1,1,312,3,3,3,168,0,0,0,0,0,0,0,6,2007,Normal,146500,0,0,0,2,1.5
469,98.0,11428,Inside,24,8,5,2006,2006,VinylSd,VinylSd,Stone,248.0,4,3,PConc,4,3,NoExposure,1,1626,5,1634,3,1,4,7,6,1,4,2006.0,2,3,866,3,3,3,0,44,0,0,0,0,0,0,5,2007,Normal,250000,0,0,0,2,1.5
470,76.0,9291,Corner,13,6,5,1993,1993,HdBoard,HdBoard,BrkFace,120.0,4,3,PConc,4,3,NoExposure,6,832,5,1710,3,1,4,7,6,0,0,1993.0,2,2,506,3,3,3,144,70,0,0,0,0,0,0,6,2008,Normal,187000,0,0,0,3,1.0
471,64.76173002748249,6820,Corner,25,8,5,1985,1985,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,Av,6,1488,3,1502,1,1,4,4,6,0,0,1985.0,2,2,528,3,3,3,0,54,0,0,140,0,0,0,6,2010,Normal,212000,0,0,0,3,0.3333333333333333
472,92.0,11952,Inside,9,7,6,1977,1977,Other,Plywood,None,0.0,3,3,CBlock,4,3,NoExposure,1,808,3,1969,3,1,3,8,6,1,4,1977.0,2,2,534,3,3,3,0,0,0,0,276,0,0,0,11,2007,Normal,190000,0,0,0,3,1.0
