Id,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinType1,TotalBsmtSF,HeatingQC,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MoSold,YrSold,SalePrice,Gar2,Shed,TenC,TotalBath,Bedroom/Bathroom,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Foundation_CBlock,Foundation_Other,Foundation_PConc,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_NoBsmt,BsmtExposure_NoExposure
315,60.0,9600,3,7,7,1925,1990,0.0,3,3,3,4,2,728,5,1641,3,1,5,6,6,1,4,1925.0,1,2,546,2,3,3,0,0,234,0,0,0,0,0,8,2006,178000,0,0,0,3,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
316,71.0,7795,14,7,5,2004,2005,0.0,4,3,4,3,6,716,5,1432,3,1,4,6,6,1,4,2004.0,3,2,432,3,3,3,100,51,0,0,0,0,0,0,7,2009,188500,0,0,0,4,0.75,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
317,94.0,13005,9,7,7,1980,1980,278.0,4,3,4,3,6,845,3,2353,4,1,5,10,6,1,3,1983.0,2,2,484,3,3,3,288,195,0,0,0,0,0,4,8,2009,260000,0,0,0,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
318,75.0,9000,22,8,5,2006,2006,0.0,4,3,4,3,1,1088,5,1959,3,1,4,8,6,1,4,2006.0,2,3,1025,3,3,3,208,46,0,0,0,0,0,0,12,2007,270000,0,0,0,3,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
319,90.0,9900,18,7,5,1993,1993,256.0,4,3,4,3,6,1347,5,2646,4,1,4,9,6,1,3,1993.0,2,3,656,3,3,3,340,60,144,0,0,0,0,0,4,2009,260000,0,0,0,4,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
320,87.5,14115,9,7,5,1980,1980,225.0,3,3,4,3,6,1372,3,1472,3,1,3,6,6,2,3,1980.0,1,2,588,3,3,3,233,48,0,0,0,0,0,0,6,2009,187500,0,0,0,3,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
321,111.0,16259,24,9,5,2006,2006,370.0,3,3,5,4,1,1249,5,2596,4,1,4,9,6,0,0,2006.0,2,3,840,3,3,3,240,154,0,0,0,0,0,0,9,2006,342643,0,0,0,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
322,99.0,12099,24,8,5,2004,2004,388.0,4,3,5,3,6,1136,5,2468,4,1,4,10,6,1,4,2004.0,3,3,872,3,3,3,184,154,0,0,0,0,0,0,6,2007,354000,0,0,0,4,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
323,86.0,10380,13,7,5,1986,1987,172.0,4,3,3,3,2,1502,5,2730,4,1,4,8,6,1,3,1987.0,3,2,576,3,3,3,201,96,0,0,0,0,0,3,8,2007,301000,0,0,0,4,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
324,49.0,5820,3,3,8,1955,2005,0.0,3,4,3,3,5,1162,5,1163,3,1,3,6,6,0,0,1955.0,1,1,220,2,3,3,142,98,0,0,0,0,0,0,7,2006,126175,0,0,0,2,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
325,96.0,11275,10,7,7,1967,2007,300.0,4,4,4,3,1,710,5,2978,5,1,4,11,6,1,4,1961.0,3,2,564,3,3,3,240,0,0,0,0,0,0,0,6,2010,242000,0,0,0,3,1.6666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
326,50.0,5000,2,5,6,1941,1950,0.0,3,3,3,3,4,720,1,803,2,1,3,5,6,0,0,1941.0,1,2,360,3,3,3,0,0,244,0,0,0,0,0,12,2007,87000,0,0,0,1,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
327,32.0,10846,23,8,5,1993,1993,0.0,4,3,4,3,6,1719,5,1719,1,1,4,6,6,2,4,1993.0,3,2,473,3,3,3,122,30,0,0,0,0,0,0,5,2008,324000,0,0,0,4,0.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
328,80.0,11600,10,6,5,1960,1960,175.0,3,3,3,3,3,1383,3,1383,3,1,3,7,6,0,0,1960.0,2,1,292,3,3,3,0,45,0,0,0,0,0,0,4,2006,145250,0,0,0,2,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
329,82.58231291505658,11888,8,6,6,1916,1994,0.0,3,3,3,3,1,844,4,2134,5,1,4,10,6,0,0,1930.0,1,2,441,3,3,3,0,60,268,0,0,0,0,0,7,2009,214500,0,0,0,2,2.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
330,60.0,6402,2,5,5,1920,1950,0.0,3,3,3,3,1,596,3,1192,3,1,3,6,6,0,0,1920.0,1,1,189,2,2,1,0,0,137,0,0,0,0,2,7,2009,78000,0,0,0,1,3.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
331,83.34440142507248,10624,10,5,4,1964,1964,84.0,3,3,3,3,6,1728,3,1728,6,2,3,10,6,0,0,2002.0,1,1,352,3,3,3,155,0,0,0,0,0,0,0,11,2007,119000,0,0,0,3,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
332,70.0,8176,10,5,6,1958,1992,0.0,3,3,3,3,3,1056,2,1056,3,1,3,6,6,0,0,1958.0,2,1,308,3,3,3,0,0,0,0,0,0,0,0,8,2007,139000,0,0,0,2,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
333,85.0,10655,24,8,5,2003,2004,296.0,4,3,4,3,6,3206,5,1629,3,1,4,7,6,1,4,2003.0,2,3,880,3,3,3,0,0,0,0,0,0,0,0,10,2009,284000,0,0,0,3,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
334,59.0,8198,24,7,5,2004,2004,146.0,4,3,4,3,6,1358,5,1358,2,1,4,6,6,1,4,2004.0,2,2,484,3,3,3,192,30,0,0,0,0,0,0,7,2008,207000,0,0,0,3,0.6666666666666666,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
335,59.0,9042,14,6,5,1998,1998,0.0,3,3,4,3,6,943,4,1638,3,1,3,7,6,2,3,1998.0,3,2,472,3,3,3,100,38,0,0,0,0,0,0,7,2008,192000,0,0,0,4,0.75,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
336,139.80247969027232,164660,21,5,6,1965,1965,0.0,3,3,3,3,5,1499,5,1786,3,1,3,7,6,2,4,1965.0,3,2,529,3,3,3,670,0,0,0,0,0,0,0,8,2008,228950,0,700,0,4,0.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
337,86.0,14157,25,9,5,2005,2006,200.0,4,3,5,3,6,1922,5,1922,3,1,4,8,6,1,4,2005.0,3,3,676,3,3,3,178,51,0,0,0,0,0,0,7,2007,377426,0,0,0,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
338,70.0,9135,20,7,5,2002,2003,113.0,4,3,4,3,6,1536,5,1536,3,1,4,7,6,0,0,2002.0,2,2,532,3,3,3,192,74,0,0,0,0,0,0,12,2008,214000,0,0,0,3,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
339,91.0,14145,9,7,7,1984,1998,0.0,4,3,4,3,5,1208,5,1621,3,1,4,8,6,0,0,1984.0,2,2,440,3,3,3,108,45,0,0,0,0,0,0,5,2006,202500,0,400,0,3,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
340,66.0,12400,10,6,7,1958,1998,176.0,3,3,3,2,3,1215,3,1215,3,1,3,6,6,0,0,1958.0,1,1,297,3,3,3,0,0,0,0,234,0,0,0,6,2009,155000,0,0,0,1,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
341,85.0,14191,21,8,5,2002,2002,0.0,4,3,4,3,1,967,5,1908,4,1,4,9,6,0,0,2002.0,3,2,431,3,3,3,135,0,0,0,0,0,0,0,4,2010,202900,0,0,0,3,1.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
342,60.0,8400,13,4,4,1950,1950,0.0,2,2,3,2,1,721,4,841,2,1,3,4,6,0,0,1950.0,1,1,294,3,3,1,250,0,24,0,0,0,0,0,9,2009,82000,0,0,0,1,2.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
343,60.0,8544,10,3,4,1949,1950,340.0,3,3,0,0,0,0,2,1040,2,2,3,6,6,0,0,1949.0,1,2,400,3,3,3,0,0,0,0,0,0,0,0,5,2006,87500,0,0,0,2,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
344,63.0,8849,24,9,5,2005,2005,616.0,5,3,5,3,6,1684,5,1684,2,1,5,6,6,1,5,2005.0,2,2,564,3,3,3,495,72,0,0,0,0,0,0,7,2008,266000,0,0,0,2,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
345,36.0,2592,7,5,3,1976,1976,0.0,3,3,4,3,3,536,3,1112,3,1,3,4,6,0,0,1976.0,1,1,336,3,3,3,182,0,0,0,0,0,0,0,4,2010,85000,0,0,0,2,1.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
346,65.0,6435,8,6,5,1939,1950,0.0,3,3,3,3,1,972,4,1577,3,1,2,6,6,1,4,1939.0,1,1,312,3,3,3,0,0,0,0,0,0,0,0,10,2006,140200,0,0,0,1,3.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
347,50.38617779462754,12772,10,6,8,1960,1998,0.0,3,4,3,3,4,958,3,958,2,1,3,5,6,0,0,1960.0,2,1,301,3,3,3,0,0,0,0,0,0,0,0,4,2007,151500,15500,0,0,1,2.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
348,95.35011260862488,17600,10,6,5,1960,1960,30.0,3,3,3,3,4,1478,5,1478,3,1,3,6,6,2,4,1960.0,1,2,498,3,3,3,0,40,0,0,0,0,0,0,12,2009,157500,0,0,0,3,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
349,36.0,2448,24,7,5,2003,2004,106.0,4,3,4,3,6,764,5,1626,2,1,4,6,6,0,0,2003.0,2,2,474,3,3,3,0,27,0,0,0,0,0,0,10,2008,154000,0,0,0,4,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
350,56.0,20431,24,9,5,2005,2006,870.0,5,3,5,3,6,1848,5,2728,4,1,5,10,6,2,5,2006.0,3,3,706,3,3,3,0,0,0,0,0,0,0,0,4,2006,437154,0,0,0,4,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
351,68.0,7820,24,9,5,2007,2007,362.0,5,3,5,3,1,1869,5,1869,2,1,5,6,6,1,4,2007.0,2,2,617,3,3,3,210,54,0,0,0,0,0,0,12,2007,318061,0,0,0,2,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
352,46.7693516783814,5271,16,7,5,1986,1986,0.0,3,3,4,3,6,1453,4,1453,2,1,4,6,6,1,3,1986.0,2,2,445,3,3,3,0,80,0,0,184,0,0,0,12,2006,190000,0,0,0,3,0.6666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
353,60.0,9084,6,5,6,1941,1950,0.0,3,3,3,2,2,616,3,1111,3,1,3,5,6,0,0,1941.0,1,1,200,3,2,3,48,0,0,0,0,0,0,0,3,2008,95000,0,0,0,2,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
354,60.0,8520,3,6,8,1928,2003,0.0,3,4,3,3,1,624,4,720,2,1,3,5,6,0,0,2005.0,1,2,484,3,3,3,106,0,0,0,0,0,0,0,5,2010,105900,0,0,0,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
355,60.0,8400,1,6,5,1940,2000,0.0,3,3,3,3,2,940,5,1595,2,1,3,6,6,2,4,1940.0,1,1,240,3,3,3,0,0,108,0,0,0,0,0,6,2006,140000,0,0,0,1,2.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
356,105.0,11249,20,6,5,1995,1995,0.0,4,4,4,4,5,1200,5,1200,3,1,4,6,6,0,0,1995.0,2,2,521,3,3,3,0,26,0,0,0,0,0,0,8,2007,177500,0,0,0,3,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
357,74.0671918552311,9248,14,6,6,1992,1992,106.0,3,3,4,3,6,1158,4,1167,3,1,4,6,6,0,0,1992.0,2,2,400,3,3,3,120,26,0,0,0,0,0,0,7,2009,173000,0,0,0,3,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
358,44.0,4224,7,5,5,1976,1976,0.0,3,3,4,3,5,1142,3,1142,3,1,3,6,6,1,1,1976.0,3,2,528,3,3,3,536,90,0,0,0,0,0,3,8,2007,134000,0,0,0,3,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
359,92.0,6930,16,5,4,1958,1958,120.0,3,3,3,3,4,1062,5,1352,3,1,4,6,6,0,0,1958.0,1,1,288,3,3,3,168,0,294,0,0,0,0,0,7,2006,130000,0,0,0,2,1.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,78.0,12011,18,8,5,1998,1998,530.0,4,3,4,3,6,1086,5,1924,3,1,4,7,6,1,3,1998.0,2,2,592,3,3,3,208,75,0,0,374,0,0,0,6,2006,280000,0,0,0,4,0.75,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
361,53.05289937988151,7540,17,6,6,1978,1978,0.0,3,3,4,3,6,888,5,912,2,1,3,5,6,1,3,1978.0,2,2,470,3,3,3,0,0,0,0,192,0,0,3,6,2007,156000,0,0,0,2,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
362,70.6069870274493,9144,8,5,5,1940,1982,0.0,3,3,3,3,3,883,4,1505,3,1,3,8,6,0,0,1940.0,1,1,240,3,3,1,0,0,0,0,0,0,0,0,7,2008,145000,0,0,0,2,1.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
363,64.0,7301,6,7,5,2003,2003,500.0,4,3,0,0,0,0,5,1922,4,1,4,7,6,1,5,2003.0,2,2,672,3,3,3,0,0,177,0,0,0,0,0,7,2009,198500,0,0,0,3,1.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
364,21.0,1680,4,6,8,1972,2007,510.0,3,3,3,3,5,483,4,987,2,1,4,5,6,0,0,1972.0,1,1,264,3,3,3,250,0,0,0,0,0,0,0,5,2009,118000,0,0,0,2,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
365,79.16675646443382,18800,9,6,5,1976,1976,120.0,3,3,4,3,6,796,3,1574,3,1,3,6,6,1,3,1976.0,3,2,566,3,3,3,306,111,0,0,0,0,0,0,7,2006,190000,0,0,0,4,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
366,59.0,10690,2,5,7,1920,1997,0.0,3,4,3,2,3,672,4,1344,3,1,3,6,6,0,0,1964.0,1,1,468,3,2,3,0,128,218,0,0,0,0,0,7,2009,147000,0,0,0,1,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
367,75.64788627948165,9500,10,6,5,1963,1963,247.0,3,3,4,3,4,1394,4,1394,3,1,3,6,6,2,4,1963.0,2,2,514,3,3,3,0,76,0,0,185,0,0,0,7,2009,159000,0,0,0,3,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
368,101.0,9150,10,6,5,1962,1962,305.0,3,3,4,3,6,1099,4,1431,3,1,3,6,6,1,4,1962.0,2,1,296,3,3,3,64,110,0,0,0,0,0,0,12,2008,165000,0,0,0,2,1.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
369,78.0,7800,10,5,6,1954,1954,200.0,3,3,3,3,2,1268,4,1268,2,1,3,7,6,1,4,1954.0,3,1,244,3,3,3,0,98,0,0,0,0,0,0,3,2010,132000,0,0,0,1,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
370,75.92044870097531,9830,10,5,7,1959,2006,0.0,3,4,3,3,5,1063,5,1287,3,1,4,7,6,1,4,1997.0,3,2,576,3,3,3,364,17,0,0,182,0,0,0,3,2010,162000,0,0,0,2,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
371,65.60152963087822,8121,14,6,5,2000,2000,0.0,3,3,4,3,1,953,5,1664,3,1,3,7,6,1,3,2000.0,2,2,460,3,3,3,100,40,0,0,0,0,0,0,1,2006,172400,0,0,0,3,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
372,80.0,17120,16,4,4,1959,1959,0.0,3,3,0,0,0,0,3,1588,4,1,3,7,6,1,4,1991.0,3,2,680,3,3,1,0,59,0,0,0,0,0,0,7,2008,134432,0,0,0,2,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
373,50.0,7175,13,6,5,1984,1984,0.0,3,3,4,3,5,744,3,752,2,1,3,4,6,0,0,1984.0,1,1,264,3,3,3,353,0,0,0,90,0,0,3,2,2010,125000,0,0,0,2,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
374,79.0,10634,10,5,6,1953,1953,0.0,3,3,3,3,4,608,3,1319,3,1,3,5,6,0,0,1953.0,1,1,270,3,3,3,66,0,0,0,0,0,0,2,11,2009,123000,0,0,0,2,1.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
375,65.0,8200,20,7,5,2003,2004,0.0,4,3,4,3,1,847,5,1928,4,1,4,8,6,1,4,2003.0,3,2,434,3,3,3,100,48,0,0,0,0,0,0,7,2007,219500,0,0,0,3,1.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
376,79.92952363229834,10020,6,1,1,1922,1950,0.0,2,2,2,1,4,683,4,904,1,1,2,4,4,0,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2009,61000,0,0,0,2,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
377,57.0,8846,20,5,5,1996,1996,0.0,4,3,4,3,6,870,5,914,2,1,3,5,6,0,0,1998.0,1,2,576,3,3,3,0,0,0,0,0,0,0,0,7,2006,148000,0,0,0,1,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
378,102.0,11143,22,8,5,2004,2005,0.0,4,3,4,3,1,1580,5,2466,4,1,4,8,6,1,4,2004.0,2,2,610,3,3,3,159,214,0,0,0,0,0,0,12,2007,340000,0,0,0,3,1.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
379,88.0,11394,25,9,2,2010,2010,350.0,4,3,5,3,6,1856,5,1856,1,1,5,8,6,1,5,2010.0,3,3,834,3,3,3,113,0,0,0,0,0,0,0,6,2010,394432,0,0,0,3,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
380,60.0,8123,14,6,5,2000,2000,16.0,3,3,4,3,1,982,5,1800,3,1,3,7,6,1,3,2000.0,3,2,463,3,3,3,100,63,0,0,0,0,0,0,6,2009,179000,0,0,0,3,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
381,50.0,5000,1,5,6,1924,1950,0.0,3,3,3,3,2,1026,3,1691,3,1,4,6,6,1,4,1924.0,1,1,308,3,3,3,0,0,242,0,0,0,0,0,5,2010,127000,0,0,0,2,1.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
382,60.0,7200,22,7,5,2006,2006,0.0,4,3,4,4,1,1293,5,1301,2,1,4,5,6,1,4,2006.0,2,2,572,3,3,3,216,121,0,0,0,0,0,0,8,2006,187750,0,0,0,3,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
383,79.0,9245,20,7,5,2006,2006,0.0,4,3,4,3,1,939,5,1797,3,1,4,8,6,0,0,2006.0,2,2,639,3,3,3,144,53,0,0,0,0,0,0,4,2007,213500,0,0,0,3,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
384,60.0,9000,13,6,3,1928,1950,0.0,3,3,2,2,1,784,3,784,2,1,3,5,6,0,0,1950.0,1,2,360,2,2,1,0,0,91,0,0,0,0,0,10,2009,76000,0,0,0,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
385,156.99262759290596,53107,16,6,5,1992,1992,0.0,4,3,4,3,6,1580,5,1953,3,1,4,9,6,2,2,1992.0,3,2,501,3,3,3,216,231,0,0,0,0,0,0,6,2007,240000,0,0,0,4,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
386,43.0,3182,19,8,5,2004,2005,16.0,4,3,4,3,6,1256,5,1269,2,1,4,6,6,1,3,2004.0,3,2,430,3,3,3,146,20,0,0,144,0,0,0,4,2010,192000,0,0,0,2,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
387,58.0,8410,6,5,3,1910,1996,0.0,3,2,3,3,1,658,3,1184,5,1,3,8,6,0,0,0.0,0,0,0,0,0,1,0,151,0,0,0,0,0,0,5,2006,81000,0,0,0,1,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
388,72.0,7200,6,6,6,1976,1976,255.0,3,3,3,3,5,1041,5,1125,3,1,3,6,6,1,2,1977.0,1,1,352,3,3,3,296,0,0,0,0,0,0,2,10,2009,125000,0,0,0,2,1.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,93.0,9382,20,7,5,1999,2000,125.0,4,3,4,3,1,1468,5,1479,3,1,4,6,6,0,0,1999.0,2,2,577,3,3,3,120,25,0,0,0,0,0,0,7,2008,191000,0,0,0,2,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
390,96.0,12474,24,10,5,2007,2008,272.0,5,3,5,3,6,1682,5,2332,3,1,5,9,6,1,5,2008.0,3,3,846,3,3,3,196,134,0,0,0,0,0,0,8,2008,426000,0,0,0,4,0.75,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
391,50.0,8405,6,5,8,1900,1950,0.0,3,3,3,4,3,861,5,1367,4,1,3,7,6,0,0,1978.0,1,1,384,3,3,3,0,130,112,0,0,0,0,3,4,2008,119000,0,0,0,2,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
